id,program_id,program_type,program_duration,test_id,test_type,difficulty_level,trainee_id,gender,education,city_tier,age,total_programs_enrolled,is_handicapped,trainee_engagement_rating,is_pass
10236_141,Y_2,Y,120,141,offline,hard,10236,M,Matriculation,4,32.0,2,N,3.0,0
2853_89,V_2,V,121,89,offline,intermediate,2853,F,High School Diploma,4,27.0,2,N,1.0,0
8364_38,T_2,T,117,38,online,easy,8364,F,Matriculation,3,43.0,2,N,1.0,1
16844_160,Y_1,Y,136,160,online,easy,16844,M,Bachelors,1,28.0,4,N,2.0,0
2436_120,Y_4,Y,121,120,online,easy,2436,M,Bachelors,3,48.0,4,N,3.0,0
9081_165,Z_3,Z,130,165,online,easy,9081,F,Matriculation,3,21.0,1,N,2.0,1
11447_144,Y_2,Y,120,144,online,easy,11447,F,High School Diploma,1,,4,N,4.0,0
17091_94,V_1,V,133,94,offline,easy,17091,M,High School Diploma,1,25.0,2,N,1.0,1
11807_82,V_3,V,131,82,offline,intermediate,11807,M,High School Diploma,3,29.0,3,N,3.0,1
5303_121,Y_4,Y,121,121,online,easy,5303,M,Matriculation,2,45.0,2,Y,4.0,1
14142_37,T_2,T,117,37,offline,intermediate,14142,F,High School Diploma,1,,2,N,4.0,1
6286_47,T_1,T,131,47,offline,hard,6286,F,High School Diploma,4,35.0,2,N,4.0,0
3341_159,Y_1,Y,136,159,online,easy,3341,F,High School Diploma,4,28.0,2,N,4.0,0
157_115,Y_4,Y,121,115,offline,hard,157,M,High School Diploma,3,,2,N,3.0,1
8308_129,Y_3,Y,135,129,offline,hard,8308,M,High School Diploma,3,,4,N,4.0,1
7041_12,T_4,T,120,12,offline,intermediate,7041,F,High School Diploma,1,,2,N,1.0,1
2866_27,T_3,T,134,27,online,easy,2866,F,Matriculation,2,29.0,2,N,2.0,1
15692_157,Y_1,Y,136,157,online,easy,15692,M,Bachelors,3,24.0,4,N,3.0,1
10452_29,T_3,T,134,29,online,easy,10452,F,High School Diploma,2,41.0,2,N,1.0,1
2529_117,Y_4,Y,121,117,offline,hard,2529,M,Matriculation,3,43.0,4,N,3.0,0
14562_144,Y_2,Y,120,144,online,easy,14562,M,Masters,3,45.0,2,N,2.0,1
13307_52,U_2,U,122,52,online,easy,13307,F,Bachelors,4,25.0,6,N,1.0,1
17351_62,U_1,U,134,62,online,easy,17351,F,High School Diploma,1,,4,N,1.0,1
10930_127,Y_3,Y,135,127,offline,hard,10930,M,High School Diploma,2,,2,N,4.0,1
12152_30,T_3,T,134,30,online,easy,12152,F,Matriculation,3,47.0,2,N,1.0,1
15668_45,T_1,T,131,45,offline,intermediate,15668,F,High School Diploma,2,27.0,2,N,2.0,0
1320_100,V_1,V,133,100,offline,vary hard,1320,F,Bachelors,3,28.0,3,N,2.0,0
7659_137,Y_2,Y,120,137,offline,intermediate,7659,M,Matriculation,3,44.0,2,N,4.0,1
8101_94,V_1,V,133,94,offline,easy,8101,F,High School Diploma,2,,2,N,1.0,0
6357_20,T_4,T,120,20,online,easy,6357,F,Bachelors,2,43.0,2,N,3.0,1
7526_138,Y_2,Y,120,138,offline,intermediate,7526,M,High School Diploma,1,47.0,3,Y,1.0,1
5845_20,T_4,T,120,20,online,easy,5845,F,Matriculation,3,,4,N,2.0,1
12092_56,U_2,U,122,56,offline,vary hard,12092,M,High School Diploma,2,21.0,3,N,3.0,1
2447_67,V_4,V,122,67,offline,easy,2447,F,Matriculation,3,32.0,5,N,2.0,1
10998_23,T_3,T,134,23,offline,intermediate,10998,F,High School Diploma,3,28.0,2,N,3.0,0
506_132,Y_3,Y,135,132,online,easy,506,M,Matriculation,2,45.0,4,Y,4.0,0
18196_119,Y_4,Y,121,119,online,easy,18196,M,Matriculation,3,43.0,4,N,5.0,1
8186_139,Y_2,Y,120,139,offline,hard,8186,M,High School Diploma,1,,4,N,4.0,0
11_106,X_2,X,121,106,offline,hard,11,M,Bachelors,1,37.0,2,N,3.0,1
7080_75,V_4,V,122,75,online,easy,7080,F,High School Diploma,3,,3,N,1.0,0
15302_100,V_1,V,133,100,offline,vary hard,15302,F,High School Diploma,3,,2,N,1.0,0
17739_149,Y_1,Y,136,149,offline,intermediate,17739,F,Matriculation,3,36.0,2,N,1.0,0
7136_121,Y_4,Y,121,121,online,easy,7136,M,Matriculation,3,44.0,2,Y,5.0,1
12455_140,Y_2,Y,120,140,offline,hard,12455,F,High School Diploma,3,24.0,3,N,3.0,0
12852_105,X_2,X,121,105,offline,intermediate,12852,M,Matriculation,3,28.0,2,N,5.0,1
10922_21,T_3,T,134,21,offline,easy,10922,F,High School Diploma,2,,2,N,2.0,1
18659_125,Y_3,Y,135,125,offline,intermediate,18659,M,High School Diploma,2,43.0,3,N,2.0,1
11737_36,T_2,T,117,36,offline,intermediate,11737,F,High School Diploma,2,31.0,4,N,1.0,0
1340_131,Y_3,Y,135,131,online,easy,1340,M,High School Diploma,4,31.0,4,Y,4.0,1
18993_153,Y_1,Y,136,153,offline,hard,18993,M,High School Diploma,2,,2,N,4.0,1
12441_143,Y_2,Y,120,143,online,easy,12441,M,Matriculation,1,,2,N,3.0,1
19879_17,T_4,T,120,17,online,easy,19879,F,High School Diploma,1,45.0,4,N,1.0,1
4002_51,U_2,U,122,51,offline,intermediate,4002,M,High School Diploma,4,30.0,4,N,2.0,0
10950_83,V_3,V,131,83,offline,intermediate,10950,M,High School Diploma,2,28.0,2,N,1.0,1
19389_77,V_4,V,122,77,online,easy,19389,F,Matriculation,3,23.0,2,N,2.0,1
2850_56,U_2,U,122,56,offline,vary hard,2850,F,High School Diploma,3,,1,N,2.0,1
12535_32,T_2,T,117,32,offline,easy,12535,M,High School Diploma,3,,2,Y,1.0,1
951_76,V_4,V,122,76,online,easy,951,F,High School Diploma,3,28.0,3,N,3.0,1
3565_138,Y_2,Y,120,138,offline,intermediate,3565,M,High School Diploma,3,46.0,2,Y,2.0,1
6419_77,V_4,V,122,77,online,easy,6419,F,High School Diploma,3,,2,N,1.0,1
7605_10,T_4,T,120,10,offline,easy,7605,F,High School Diploma,2,,2,N,2.0,1
19629_103,X_3,X,136,103,offline,hard,19629,M,High School Diploma,4,46.0,3,Y,4.0,0
11097_29,T_3,T,134,29,online,easy,11097,F,High School Diploma,2,43.0,2,N,4.0,1
14359_106,X_2,X,121,106,offline,hard,14359,M,High School Diploma,3,,2,N,2.0,1
4014_146,Y_2,Y,120,146,online,easy,4014,M,High School Diploma,4,,2,N,2.0,1
6413_123,Y_4,Y,121,123,online,easy,6413,M,High School Diploma,3,,2,N,4.0,1
12742_175,Z_2,Z,120,175,online,easy,12742,F,High School Diploma,1,44.0,1,N,2.0,1
15879_65,U_1,U,134,65,offline,vary hard,15879,M,High School Diploma,3,,5,N,1.0,0
4519_129,Y_3,Y,135,129,offline,hard,4519,M,Matriculation,2,,5,Y,5.0,0
19634_107,X_2,X,121,107,offline,hard,19634,M,High School Diploma,1,26.0,2,N,2.0,1
2583_10,T_4,T,120,10,offline,easy,2583,F,Matriculation,3,18.0,2,N,1.0,0
6378_16,T_4,T,120,16,online,easy,6378,F,Matriculation,3,42.0,2,N,4.0,1
13937_49,U_2,U,122,49,offline,intermediate,13937,M,Bachelors,2,26.0,2,N,2.0,1
15111_149,Y_1,Y,136,149,offline,intermediate,15111,M,Matriculation,1,47.0,3,N,5.0,1
14433_107,X_2,X,121,107,offline,hard,14433,M,High School Diploma,4,25.0,2,N,2.0,0
7004_120,Y_4,Y,121,120,online,easy,7004,M,High School Diploma,1,28.0,2,N,4.0,1
1347_140,Y_2,Y,120,140,offline,hard,1347,M,High School Diploma,2,47.0,2,N,3.0,1
12581_29,T_3,T,134,29,online,easy,12581,F,Bachelors,3,44.0,4,N,3.0,1
639_139,Y_2,Y,120,139,offline,hard,639,M,High School Diploma,1,29.0,2,N,3.0,1
4920_74,V_4,V,122,74,online,easy,4920,M,High School Diploma,3,,2,Y,1.0,1
3374_150,Y_1,Y,136,150,offline,intermediate,3374,M,High School Diploma,1,,4,N,3.0,1
1592_26,T_3,T,134,26,offline,intermediate,1592,F,Matriculation,1,28.0,3,N,1.0,0
15659_64,U_1,U,134,64,online,easy,15659,M,Bachelors,2,27.0,1,N,3.0,1
1476_145,Y_2,Y,120,145,online,easy,1476,M,High School Diploma,4,47.0,3,N,3.0,1
10105_44,T_1,T,131,44,offline,easy,10105,F,High School Diploma,1,21.0,4,N,1.0,0
19746_52,U_2,U,122,52,online,easy,19746,M,Matriculation,2,27.0,5,N,1.0,0
3420_113,Y_4,Y,121,113,offline,intermediate,3420,F,Bachelors,3,29.0,2,N,2.0,1
1041_68,V_4,V,122,68,offline,intermediate,1041,M,High School Diploma,1,,2,N,1.0,1
12192_42,T_2,T,117,42,online,easy,12192,F,Bachelors,2,42.0,4,N,1.0,1
8986_89,V_2,V,121,89,offline,intermediate,8986,M,High School Diploma,2,21.0,2,N,2.0,1
4833_12,T_4,T,120,12,offline,intermediate,4833,F,Matriculation,4,21.0,2,N,1.0,1
19807_63,U_1,U,134,63,online,easy,19807,M,High School Diploma,3,24.0,2,Y,5.0,1
12049_44,T_1,T,131,44,offline,easy,12049,F,Matriculation,4,,3,N,1.0,0
8214_109,X_1,X,134,109,offline,intermediate,8214,F,High School Diploma,3,29.0,2,Y,2.0,1
7017_132,Y_3,Y,135,132,online,easy,7017,M,High School Diploma,3,45.0,2,N,4.0,1
10106_136,Y_3,Y,135,136,online,easy,10106,M,Matriculation,3,,4,N,3.0,1
15830_158,Y_1,Y,136,158,online,easy,15830,M,Matriculation,2,49.0,2,N,3.0,1
78_87,V_2,V,121,87,offline,easy,78,M,Bachelors,3,21.0,2,N,1.0,0
8173_155,Y_1,Y,136,155,online,easy,8173,M,Matriculation,1,45.0,2,N,5.0,1
17993_2,S_2,S,134,2,offline,intermediate,17993,M,Bachelors,3,44.0,4,N,4.0,1
9321_125,Y_3,Y,135,125,offline,intermediate,9321,M,Matriculation,1,26.0,5,N,1.0,1
858_110,X_1,X,134,110,offline,hard,858,M,Bachelors,1,28.0,1,N,3.0,1
190_34,T_2,T,117,34,offline,intermediate,190,F,Bachelors,3,43.0,4,N,2.0,1
2784_119,Y_4,Y,121,119,online,easy,2784,M,Matriculation,3,,7,N,4.0,1
892_0,S_2,S,134,0,offline,easy,892,M,High School Diploma,1,,2,N,1.0,1
2510_39,T_2,T,117,39,online,easy,2510,F,High School Diploma,2,,2,N,1.0,1
5989_117,Y_4,Y,121,117,offline,hard,5989,M,Matriculation,1,30.0,4,N,3.0,0
5955_16,T_4,T,120,16,online,easy,5955,F,Bachelors,3,45.0,2,N,1.0,1
9981_53,U_2,U,122,53,online,easy,9981,M,Bachelors,1,,2,N,1.0,1
11097_21,T_3,T,134,21,offline,easy,11097,F,High School Diploma,2,43.0,2,N,4.0,1
9469_162,Z_3,Z,130,162,offline,easy,9469,F,Matriculation,3,28.0,1,N,2.0,0
12292_95,V_1,V,133,95,offline,easy,12292,M,High School Diploma,2,35.0,3,N,1.0,0
4655_120,Y_4,Y,121,120,online,easy,4655,M,Matriculation,3,45.0,3,N,5.0,1
7813_13,T_4,T,120,13,offline,intermediate,7813,F,Matriculation,1,28.0,2,N,2.0,1
19237_116,Y_4,Y,121,116,offline,hard,19237,M,Bachelors,1,32.0,3,N,3.0,1
586_101,X_3,X,136,101,offline,intermediate,586,M,Matriculation,3,,3,N,3.0,1
18224_92,V_2,V,121,92,offline,intermediate,18224,M,Matriculation,1,43.0,2,N,3.0,0
17806_0,S_2,S,134,0,offline,easy,17806,M,High School Diploma,2,56.0,4,N,5.0,1
683_48,U_2,U,122,48,offline,easy,683,M,Bachelors,1,42.0,2,N,1.0,0
18261_115,Y_4,Y,121,115,offline,hard,18261,M,High School Diploma,2,41.0,2,N,4.0,1
6767_74,V_4,V,122,74,online,easy,6767,F,High School Diploma,3,27.0,2,N,3.0,0
18596_55,U_2,U,122,55,online,easy,18596,M,Matriculation,3,42.0,2,N,5.0,1
9222_174,Z_2,Z,120,174,online,easy,9222,M,Matriculation,3,30.0,4,N,2.0,1
3110_75,V_4,V,122,75,online,easy,3110,M,Bachelors,3,,2,N,2.0,0
8982_48,U_2,U,122,48,offline,easy,8982,M,High School Diploma,1,,2,N,2.0,1
6197_20,T_4,T,120,20,online,easy,6197,F,High School Diploma,2,,2,Y,1.0,1
18970_94,V_1,V,133,94,offline,easy,18970,M,Matriculation,4,24.0,2,N,1.0,0
9698_62,U_1,U,134,62,online,easy,9698,M,High School Diploma,1,25.0,2,N,2.0,1
13755_39,T_2,T,117,39,online,easy,13755,F,Matriculation,1,,2,N,1.0,0
14186_177,Z_2,Z,120,177,online,easy,14186,F,Matriculation,2,46.0,1,N,1.0,0
9965_51,U_2,U,122,51,offline,intermediate,9965,M,Matriculation,2,46.0,2,N,3.0,0
9842_127,Y_3,Y,135,127,offline,hard,9842,M,High School Diploma,3,25.0,2,N,2.0,0
7611_10,T_4,T,120,10,offline,easy,7611,F,Bachelors,1,30.0,2,N,1.0,0
5164_14,T_4,T,120,14,offline,intermediate,5164,F,Bachelors,1,46.0,4,N,2.0,1
3454_93,V_2,V,121,93,offline,vary hard,3454,M,Matriculation,2,30.0,4,N,1.0,0
1799_34,T_2,T,117,34,offline,intermediate,1799,M,High School Diploma,4,,4,Y,1.0,0
12560_65,U_1,U,134,65,offline,vary hard,12560,M,High School Diploma,4,,3,Y,2.0,1
11288_30,T_3,T,134,30,online,easy,11288,F,Bachelors,1,,4,N,1.0,1
15305_59,U_1,U,134,59,offline,intermediate,15305,M,High School Diploma,3,,2,N,2.0,0
10411_168,Z_3,Z,130,168,online,easy,10411,F,High School Diploma,2,28.0,1,N,1.0,0
4749_72,V_4,V,122,72,offline,vary hard,4749,M,High School Diploma,3,,3,N,4.0,1
15837_100,V_1,V,133,100,offline,vary hard,15837,M,Matriculation,3,41.0,2,N,4.0,0
19822_12,T_4,T,120,12,offline,intermediate,19822,M,Matriculation,3,44.0,2,N,3.0,0
18892_103,X_3,X,136,103,offline,hard,18892,M,Matriculation,4,42.0,2,N,4.0,1
17996_69,V_4,V,122,69,offline,intermediate,17996,F,Bachelors,1,44.0,3,N,2.0,0
9807_130,Y_3,Y,135,130,online,easy,9807,M,High School Diploma,3,,4,Y,3.0,1
6292_20,T_4,T,120,20,online,easy,6292,F,Bachelors,1,,4,N,2.0,1
6689_122,Y_4,Y,121,122,online,easy,6689,M,Matriculation,2,48.0,3,Y,5.0,1
4352_31,T_3,T,134,31,online,easy,4352,F,High School Diploma,4,44.0,2,N,4.0,1
3923_104,X_3,X,136,104,offline,hard,3923,M,High School Diploma,1,22.0,2,Y,3.0,1
1733_5,S_1,S,135,5,offline,easy,1733,M,Bachelors,1,25.0,2,N,2.0,1
8609_25,T_3,T,134,25,offline,intermediate,8609,F,High School Diploma,3,29.0,2,N,1.0,1
10557_125,Y_3,Y,135,125,offline,intermediate,10557,F,Matriculation,2,,4,N,5.0,1
2527_56,U_2,U,122,56,offline,vary hard,2527,M,Bachelors,2,45.0,3,N,4.0,1
11565_82,V_3,V,131,82,offline,intermediate,11565,M,Bachelors,1,24.0,2,N,2.0,1
15686_109,X_1,X,134,109,offline,intermediate,15686,F,Bachelors,2,,4,N,2.0,1
9206_131,Y_3,Y,135,131,online,easy,9206,M,High School Diploma,2,26.0,2,N,2.0,1
2164_20,T_4,T,120,20,online,easy,2164,M,High School Diploma,1,,2,N,1.0,1
19712_137,Y_2,Y,120,137,offline,intermediate,19712,M,Matriculation,3,27.0,4,N,2.0,1
5864_67,V_4,V,122,67,offline,easy,5864,M,High School Diploma,1,,3,N,2.0,0
10470_135,Y_3,Y,135,135,online,easy,10470,M,Bachelors,2,45.0,3,N,5.0,1
20041_80,V_3,V,131,80,offline,easy,20041,M,High School Diploma,2,,3,N,2.0,1
10662_56,U_2,U,122,56,offline,vary hard,10662,M,High School Diploma,2,25.0,2,N,2.0,1
18599_150,Y_1,Y,136,150,offline,intermediate,18599,M,Matriculation,3,46.0,2,N,4.0,1
9893_32,T_2,T,117,32,offline,easy,9893,F,High School Diploma,2,26.0,4,N,3.0,1
13069_93,V_2,V,121,93,offline,vary hard,13069,F,High School Diploma,1,40.0,2,N,3.0,1
15187_154,Y_1,Y,136,154,online,easy,15187,M,Matriculation,3,,2,N,2.0,1
13499_33,T_2,T,117,33,offline,intermediate,13499,F,High School Diploma,3,,2,N,1.0,1
4799_18,T_4,T,120,18,online,easy,4799,F,Matriculation,3,42.0,2,Y,1.0,1
18583_126,Y_3,Y,135,126,offline,intermediate,18583,M,Matriculation,1,49.0,4,N,4.0,1
8973_127,Y_3,Y,135,127,offline,hard,8973,M,High School Diploma,2,27.0,2,N,4.0,1
15842_64,U_1,U,134,64,online,easy,15842,M,High School Diploma,2,,4,N,1.0,0
19214_132,Y_3,Y,135,132,online,easy,19214,F,High School Diploma,1,47.0,2,N,5.0,1
11081_29,T_3,T,134,29,online,easy,11081,F,High School Diploma,2,27.0,4,N,1.0,1
4556_138,Y_2,Y,120,138,offline,intermediate,4556,F,High School Diploma,4,28.0,4,N,2.0,0
6254_162,Z_3,Z,130,162,offline,easy,6254,F,High School Diploma,2,25.0,1,N,1.0,1
4416_115,Y_4,Y,121,115,offline,hard,4416,F,Matriculation,3,48.0,2,N,5.0,0
17073_157,Y_1,Y,136,157,online,easy,17073,M,Matriculation,1,31.0,2,N,4.0,0
6713_37,T_2,T,117,37,offline,intermediate,6713,F,High School Diploma,1,27.0,2,N,1.0,0
4223_65,U_1,U,134,65,offline,vary hard,4223,M,Bachelors,1,,2,N,1.0,1
1308_33,T_2,T,117,33,offline,intermediate,1308,M,Matriculation,3,,4,N,1.0,1
9306_126,Y_3,Y,135,126,offline,intermediate,9306,M,Matriculation,2,45.0,2,N,5.0,0
17333_182,Z_1,Z,136,182,online,easy,17333,M,Matriculation,2,49.0,1,Y,1.0,1
10000_85,V_3,V,131,85,offline,intermediate,10000,F,Bachelors,3,,2,Y,3.0,0
5478_15,T_4,T,120,15,offline,intermediate,5478,F,High School Diploma,3,32.0,5,N,1.0,0
9294_82,V_3,V,131,82,offline,intermediate,9294,F,High School Diploma,1,27.0,2,N,3.0,0
519_0,S_2,S,134,0,offline,easy,519,M,High School Diploma,1,41.0,2,N,2.0,1
4121_117,Y_4,Y,121,117,offline,hard,4121,M,High School Diploma,3,25.0,2,N,3.0,1
10387_126,Y_3,Y,135,126,offline,intermediate,10387,M,High School Diploma,3,,2,N,4.0,1
2828_73,V_4,V,122,73,online,easy,2828,M,High School Diploma,3,,2,N,3.0,1
14571_59,U_1,U,134,59,offline,intermediate,14571,M,High School Diploma,1,27.0,2,N,2.0,0
2805_58,U_1,U,134,58,offline,intermediate,2805,F,High School Diploma,3,29.0,3,N,3.0,1
9802_146,Y_2,Y,120,146,online,easy,9802,F,Matriculation,4,,2,N,4.0,0
15992_149,Y_1,Y,136,149,offline,intermediate,15992,M,High School Diploma,2,43.0,2,N,4.0,1
7360_123,Y_4,Y,121,123,online,easy,7360,F,Matriculation,3,,4,N,4.0,0
15440_96,V_1,V,133,96,offline,easy,15440,F,High School Diploma,1,,2,N,2.0,1
163_7,S_1,S,135,7,offline,intermediate,163,F,High School Diploma,2,,2,N,2.0,1
1328_27,T_3,T,134,27,online,easy,1328,F,High School Diploma,3,44.0,2,Y,2.0,1
15555_155,Y_1,Y,136,155,online,easy,15555,M,High School Diploma,3,46.0,2,N,5.0,1
16056_159,Y_1,Y,136,159,online,easy,16056,M,High School Diploma,4,,4,N,4.0,1
1246_24,T_3,T,134,24,offline,intermediate,1246,F,Bachelors,2,,2,N,2.0,1
14819_97,V_1,V,133,97,offline,hard,14819,M,High School Diploma,1,42.0,2,N,4.0,1
13455_170,Z_2,Z,120,170,offline,easy,13455,F,Matriculation,4,,1,Y,1.0,0
10634_132,Y_3,Y,135,132,online,easy,10634,M,Matriculation,4,,5,N,4.0,1
12063_138,Y_2,Y,120,138,offline,intermediate,12063,M,Matriculation,3,48.0,2,N,1.0,1
2059_29,T_3,T,134,29,online,easy,2059,F,Matriculation,1,46.0,2,N,1.0,1
6527_61,U_1,U,134,61,online,easy,6527,M,Bachelors,2,28.0,2,Y,2.0,1
4181_123,Y_4,Y,121,123,online,easy,4181,F,Matriculation,1,,2,N,5.0,1
7916_137,Y_2,Y,120,137,offline,intermediate,7916,M,Bachelors,1,43.0,3,N,5.0,1
16733_149,Y_1,Y,136,149,offline,intermediate,16733,M,Bachelors,1,43.0,3,N,5.0,1
7225_38,T_2,T,117,38,online,easy,7225,F,Bachelors,2,45.0,2,N,1.0,1
17666_160,Y_1,Y,136,160,online,easy,17666,M,High School Diploma,1,29.0,4,N,3.0,0
1914_69,V_4,V,122,69,offline,intermediate,1914,M,Bachelors,1,45.0,2,N,1.0,0
14424_172,Z_2,Z,120,172,offline,easy,14424,F,Matriculation,2,46.0,1,N,1.0,0
12619_57,U_1,U,134,57,offline,easy,12619,M,Matriculation,1,47.0,4,N,1.0,1
12139_139,Y_2,Y,120,139,offline,hard,12139,M,High School Diploma,4,27.0,2,N,3.0,1
16190_109,X_1,X,134,109,offline,intermediate,16190,M,Bachelors,1,31.0,1,N,2.0,1
1103_11,T_4,T,120,11,offline,intermediate,1103,F,Bachelors,3,47.0,2,N,2.0,1
10472_163,Z_3,Z,130,163,offline,easy,10472,F,High School Diploma,2,,1,N,2.0,0
4411_115,Y_4,Y,121,115,offline,hard,4411,F,High School Diploma,3,52.0,2,N,2.0,0
3666_27,T_3,T,134,27,online,easy,3666,F,High School Diploma,1,23.0,4,N,1.0,1
8366_135,Y_3,Y,135,135,online,easy,8366,M,Matriculation,1,45.0,2,N,5.0,1
9679_23,T_3,T,134,23,offline,intermediate,9679,F,Matriculation,3,28.0,2,N,2.0,0
3742_84,V_3,V,131,84,offline,intermediate,3742,M,High School Diploma,2,44.0,2,N,2.0,1
2368_187,Z_1,Z,136,187,online,easy,2368,F,Matriculation,3,44.0,1,N,1.0,1
218_130,Y_3,Y,135,130,online,easy,218,M,Matriculation,2,,4,N,4.0,1
16473_65,U_1,U,134,65,offline,vary hard,16473,M,High School Diploma,3,47.0,4,Y,5.0,1
6765_130,Y_3,Y,135,130,online,easy,6765,M,Matriculation,1,28.0,2,N,3.0,1
11009_31,T_3,T,134,31,online,easy,11009,F,Matriculation,4,44.0,2,N,1.0,1
5048_134,Y_3,Y,135,134,online,easy,5048,M,Matriculation,1,44.0,2,N,4.0,1
641_73,V_4,V,122,73,online,easy,641,M,Matriculation,3,50.0,3,N,1.0,0
10132_22,T_3,T,134,22,offline,intermediate,10132,F,High School Diploma,2,28.0,4,N,1.0,1
5849_52,U_2,U,122,52,online,easy,5849,M,High School Diploma,1,,1,N,2.0,1
18448_135,Y_3,Y,135,135,online,easy,18448,M,Matriculation,3,45.0,2,N,4.0,1
4349_125,Y_3,Y,135,125,offline,intermediate,4349,M,High School Diploma,1,,6,N,4.0,1
10932_98,V_1,V,133,98,offline,hard,10932,M,High School Diploma,3,31.0,2,N,1.0,0
13872_62,U_1,U,134,62,online,easy,13872,M,Matriculation,4,43.0,2,N,2.0,1
12857_88,V_2,V,121,88,offline,intermediate,12857,F,High School Diploma,3,29.0,2,Y,1.0,0
1248_62,U_1,U,134,62,online,easy,1248,M,Matriculation,4,29.0,2,N,1.0,0
6063_28,T_3,T,134,28,online,easy,6063,F,High School Diploma,3,,2,N,1.0,1
16977_96,V_1,V,133,96,offline,easy,16977,M,High School Diploma,2,,2,N,1.0,1
15710_149,Y_1,Y,136,149,offline,intermediate,15710,M,Matriculation,3,,2,N,4.0,1
12947_90,V_2,V,121,90,offline,intermediate,12947,F,High School Diploma,3,27.0,3,Y,1.0,0
17674_183,Z_1,Z,136,183,online,easy,17674,F,Bachelors,1,42.0,1,N,1.0,1
15133_158,Y_1,Y,136,158,online,easy,15133,M,Matriculation,3,46.0,2,N,4.0,1
2879_172,Z_2,Z,120,172,offline,easy,2879,M,High School Diploma,4,25.0,2,Y,1.0,0
17541_152,Y_1,Y,136,152,offline,hard,17541,M,High School Diploma,1,45.0,4,N,4.0,1
8599_45,T_1,T,131,45,offline,intermediate,8599,F,High School Diploma,3,,2,N,1.0,1
13254_148,Y_2,Y,120,148,online,easy,13254,M,Bachelors,3,,4,N,3.0,0
3833_80,V_3,V,131,80,offline,easy,3833,F,Matriculation,1,,2,N,1.0,1
19306_44,T_1,T,131,44,offline,easy,19306,F,Bachelors,2,47.0,2,N,2.0,1
17428_159,Y_1,Y,136,159,online,easy,17428,M,High School Diploma,3,48.0,2,N,5.0,1
3821_171,Z_2,Z,120,171,offline,easy,3821,M,Matriculation,3,28.0,1,N,1.0,1
8361_26,T_3,T,134,26,offline,intermediate,8361,F,High School Diploma,2,47.0,2,N,2.0,1
13700_90,V_2,V,121,90,offline,intermediate,13700,M,High School Diploma,3,42.0,2,N,2.0,1
9885_128,Y_3,Y,135,128,offline,hard,9885,M,Matriculation,1,,2,N,4.0,0
9420_169,Z_3,Z,130,169,online,easy,9420,F,High School Diploma,1,,1,N,1.0,0
5028_138,Y_2,Y,120,138,offline,intermediate,5028,M,High School Diploma,1,31.0,4,N,4.0,1
500_133,Y_3,Y,135,133,online,easy,500,M,High School Diploma,1,,6,N,3.0,1
761_3,S_2,S,134,3,offline,intermediate,761,F,High School Diploma,3,,2,Y,1.0,0
11607_25,T_3,T,134,25,offline,intermediate,11607,F,Matriculation,3,,2,N,1.0,0
14884_157,Y_1,Y,136,157,online,easy,14884,M,High School Diploma,3,,2,N,4.0,1
15880_179,Z_1,Z,136,179,offline,easy,15880,F,High School Diploma,4,19.0,1,N,1.0,0
13097_44,T_1,T,131,44,offline,easy,13097,F,High School Diploma,4,29.0,2,N,2.0,1
42_62,U_1,U,134,62,online,easy,42,F,Bachelors,2,43.0,4,N,3.0,1
13838_137,Y_2,Y,120,137,offline,intermediate,13838,M,High School Diploma,1,,4,N,2.0,1
16059_151,Y_1,Y,136,151,offline,hard,16059,F,Bachelors,3,30.0,3,N,5.0,1
4696_20,T_4,T,120,20,online,easy,4696,F,High School Diploma,3,,4,N,1.0,1
4785_31,T_3,T,134,31,online,easy,4785,F,Matriculation,3,46.0,2,N,4.0,1
4993_92,V_2,V,121,92,offline,intermediate,4993,M,High School Diploma,3,,4,N,1.0,0
4648_23,T_3,T,134,23,offline,intermediate,4648,F,Matriculation,3,47.0,2,Y,4.0,1
6566_118,Y_4,Y,121,118,online,easy,6566,M,Matriculation,1,30.0,4,N,4.0,1
6677_163,Z_3,Z,130,163,offline,easy,6677,F,High School Diploma,2,25.0,1,N,1.0,0
1579_113,Y_4,Y,121,113,offline,intermediate,1579,M,Matriculation,1,28.0,3,N,1.0,0
405_27,T_3,T,134,27,online,easy,405,F,Bachelors,1,46.0,2,N,1.0,1
10460_157,Y_1,Y,136,157,online,easy,10460,M,Matriculation,3,,2,N,4.0,1
19687_49,U_2,U,122,49,offline,intermediate,19687,M,Matriculation,3,47.0,1,N,3.0,0
14048_55,U_2,U,122,55,online,easy,14048,M,High School Diploma,3,29.0,4,N,1.0,0
13356_54,U_2,U,122,54,online,easy,13356,M,High School Diploma,1,,2,N,2.0,0
19486_163,Z_3,Z,130,163,offline,easy,19486,F,Matriculation,1,34.0,1,N,2.0,1
5777_95,V_1,V,133,95,offline,easy,5777,M,Matriculation,2,,2,N,1.0,1
8399_39,T_2,T,117,39,online,easy,8399,F,Matriculation,4,,2,N,1.0,1
6185_27,T_3,T,134,27,online,easy,6185,F,High School Diploma,2,31.0,2,N,1.0,1
8879_178,Z_2,Z,120,178,online,easy,8879,M,Matriculation,1,48.0,1,N,2.0,1
2391_74,V_4,V,122,74,online,easy,2391,M,High School Diploma,2,,2,N,2.0,1
7404_16,T_4,T,120,16,online,easy,7404,F,Matriculation,3,,2,N,1.0,1
